Supporting Information for "Machine Learning from Heteroscedastic Data: Second Virial Coefficients of Alkane Isomers"
Authors: Arpit Bansal, Andrew J. Schultz, David A. Kofke and Johannes Hachmann
Journal of Physical Chemistry B (2022)


Shape Descriptors generated using Monte Carlo simulations in Etomica. 
Shape descriptors computed are:
- Squared Radius of Gyration (Angstrom^6)
- Asphericity (Angstrom^6)
- Acylindricity (Angstrom^6)
- Anisotropy
- Along with standard deviation (SD) in the above quantities

These simulations are carried out in Etomica using etomica.virial.simulations.VirialSingleAlkane class available at https://github.com/etomica/etomica/tree/677f479ba8b41515cea06e873d3f2a82c0259e27

SMILES	Squared_Radius_Gyration	SD_Squared_Radius_Gyration	Asphericity	SD_Asphericity	Acylindricity	SD_Acylindricity	Anisotropy	SD_Anisotropy
CCCC(CC(C(C)C)(CC(C)C)C)C 	12.13384	0.5011074	0.3782253	0.05590927	0.1498161	0.03381102	0.163861	0.03674146
CCCC(CC(C(C(C)C)C(C)C)C)C 	12.54334	0.5601153	0.4705028	0.05332971	0.06637037	0.02568752	0.2280176	0.04667849
CCCC(CC(CC(CCC)(C)C)C)C 	14.18635	1.100454	0.5311409	0.09028079	0.09029741	0.04541385	0.2979321	0.09069606
CCCC(CC(CC(C(C)C)(C)C)C)C 	13.6855	0.901634	0.5498369	0.06701792	0.06563314	0.03277589	0.3108606	0.07191452
CCCC(CC(CC(C(C)C)C)C)(C)C 	13.33186	0.8922662	0.5097279	0.08230758	0.08750296	0.04561213	0.2738531	0.07931051
CC(CC(C(C)C)(C)C)CC(C(C)C)C 	12.83872	0.6933196	0.5421944	0.05987839	0.03909585	0.02302051	0.2991128	0.06258471
CC(C(CC(C(C(C)C)C(C)C)C)C)C 	11.64874	0.4351837	0.4100497	0.04076809	0.06921476	0.0252403	0.1738685	0.03191157
CCCC(CC(C(C)C)C)(CC(C)C)C 	12.31037	0.4221998	0.3648869	0.0616584	0.1723003	0.03640637	0.1601922	0.0403702
CC(CC(C(C)C)(CC(C(C)C)C)C)C 	11.63153	0.3781066	0.3449716	0.06174946	0.126388	0.03533813	0.1357465	0.04363205
CC(CC(C(C(C(C)C)C)C(C)C)C)C 	11.37523	0.3338442	0.2997889	0.05655648	0.148531	0.02959207	0.1102796	0.03265067
CC(CC(CC(C(C)C)(C(C)C)C)C)C 	12.13285	0.3690427	0.471932	0.0283276	0.07053483	0.02554794	0.2277418	0.0270848
CCCC(C(CC(CC(C)C)C)C)(C)C 	12.98895	0.8957274	0.465406	0.08234496	0.1025891	0.04029866	0.2325067	0.07329161
CC(CC(CC(C(C(C)C)(C)C)C)C)C 	12.8549	0.6825339	0.5275199	0.06188354	0.06518141	0.02947999	0.2859159	0.06019221
CC(CC(CC(C(CC(C)C)C)C)C)C 	12.91129	0.9109296	0.4259807	0.08887511	0.1395202	0.05127937	0.2059505	0.07499637
CCC(C(CC(C)C)C)(C(C)C)C(C)C 	10.76372	0.1657495	0.3383421	0.02076324	0.04869777	0.02412432	0.1171217	0.01390078
CCCC(C(C(C)C)CC)(CC(C)C)C 	11.34932	0.2434053	0.2921944	0.03579952	0.1882929	0.027622	0.1138246	0.01695033
CCC(C(C(C)C)(CC(C)C)C)C(C)C 	10.44436	0.2210786	0.2084302	0.03034101	0.1537387	0.01971557	0.06238136	0.01282643
CCC(C(C(C(C)C)C(C)C)C)C(C)C 	10.87203	0.2276636	0.3242701	0.02944057	0.06007726	0.03727348	0.1097719	0.01767286
CCCC(CC(C(C(C)C)CC)C)(C)C 	12.18358	0.6964673	0.4256525	0.07815852	0.07926794	0.0440912	0.1934511	0.06347006
CCC(C(CC(C(C)C)(C)C)C)C(C)C 	11.66368	0.5108435	0.4347819	0.05196027	0.05775034	0.02864317	0.1948607	0.04539275
CCCC(C(C(CC(C)C)C)CC)(C)C 	12.20053	0.562473	0.4675881	0.09472003	0.07770662	0.02891936	0.2327865	0.07442106
CCC(C(C(C)C)(C)C)C(CC(C)C)C 	11.51579	0.5008107	0.3964584	0.06779219	0.0890225	0.02884817	0.1682985	0.05119189
CCC(C(CC(C)C)C)C(CC(C)C)C 	11.99445	0.7755017	0.3009491	0.09216288	0.1603094	0.03361285	0.1191905	0.06228964
CCCC(C(C(C)C)C(C)C)(CCC)C 	11.06427	0.2141124	0.1877968	0.04853138	0.1666975	0.03534978	0.05939111	0.01632991
CCCC(CC(CCC)(CCC)C)(C)C 	12.46335	0.4981967	0.3945897	0.06215172	0.1515131	0.04411411	0.1782377	0.04300305
CCCC(CC(C(C)C)(C)C)(CCC)C 	11.86914	0.3140764	0.324749	0.0558801	0.170771	0.04079719	0.131673	0.03090105
CCCC(C(CCC)(C)C)(CC(C)C)C 	11.49733	0.3599075	0.2583918	0.06442659	0.1557558	0.05086484	0.09106618	0.03756999
CCCC(C(C(C)C)(C)C)(CC(C)C)C 	10.92309	0.2314815	0.2192961	0.03934791	0.1834452	0.03684144	0.07589999	0.01821974
CCCC(C(CC(C)C)C)(CC(C)C)C 	11.96275	0.3968578	0.3437724	0.06546834	0.1387774	0.02282928	0.1373095	0.0404198
CCCC(C(C(C)C)C(C)C)(C(C)C)C 	10.37317	0.197018	0.2213072	0.03043612	0.154704	0.01631996	0.06805565	0.01137356
CCCC(CC(C(C)C)(CCC)C)(C)C 	11.78635	0.5532723	0.3389696	0.07975904	0.1237959	0.05358634	0.1348747	0.04705572
CCCC(C(C)C)(CC(C(C)C)(C)C)C 	11.18866	0.3394434	0.3230941	0.0462718	0.1337657	0.03101474	0.1206764	0.02881664
CCCC(C(C(C)C)(C(C)C)C(C)C)C 	10.39861	0.2483471	0.2565418	0.03203578	0.0399005	0.01913685	0.06830904	0.01518992
CCCC(C(C(CCC)(C)C)C(C)C)C 	11.6646	0.4703476	0.3375229	0.08317835	0.09227376	0.03059964	0.1279315	0.04835383
CCCC(C(C(C(C)C)(C)C)C(C)C)C 	10.81934	0.380292	0.2547726	0.05532673	0.09421659	0.03127394	0.07535683	0.02776127
CCCC(CC(C(C(C)C)CC)(C)C)C 	12.51193	0.7087712	0.4626305	0.0795851	0.08317037	0.04080544	0.2267913	0.06735688
CCCC(CC(CC(CCC)C)(C)C)C 	14.12225	1.196241	0.5120178	0.1207618	0.1121776	0.0689553	0.2896589	0.1104836
CCCC(CC(CC(C(C)C)C)(C)C)C 	13.27394	1.003324	0.5037982	0.1002454	0.09248337	0.05759486	0.2727711	0.08923751
CCCC(CC(C(CCC)(C)C)(C)C)C 	12.85749	0.8218708	0.4775137	0.09932005	0.1080159	0.05160298	0.2486581	0.08852648
CCCC(CC(C(C(C)C)(C)C)(C)C)C 	12.06601	0.7065405	0.4725912	0.07826338	0.07573159	0.04041818	0.2350026	0.07237216
CCCC(CC(C(CC(C)C)C)(C)C)C 	12.46075	0.9574001	0.3594489	0.1261561	0.1906236	0.08016862	0.1772366	0.08078257
CC(C(C)C)CC(CC(C(C)C)C)(C)C 	12.50033	0.6930306	0.4765877	0.07064934	0.09038872	0.03319318	0.2390901	0.06588547
CCC(C(CC(C(C)C)C)(C)C)C(C)C 	11.7259	0.5031785	0.4388295	0.04870581	0.07604799	0.02964237	0.1999364	0.0423562
CCCC(C(C(C(C)C)C)C(C)C)(C)C 	11.00288	0.3302504	0.2876175	0.07524403	0.1322633	0.0688335	0.1050706	0.04015414
CCCC(CC(C(C)C)(C(C)C)C)(C)C 	11.42168	0.3369176	0.4042132	0.04125096	0.07999299	0.03381866	0.1707517	0.03316053
CCCC(CC(C(CCC)(C)C)C)(C)C 	12.60184	0.6070658	0.4598788	0.07557497	0.1017636	0.04965422	0.2268349	0.06266674
CCCC(CC(C(C(C)C)(C)C)C)(C)C 	12.46591	0.7230507	0.5031341	0.07444578	0.08189461	0.03415885	0.2646032	0.0702229
CCCC(CC(C(CC(C)C)C)C)(C)C 	13.15879	0.8348689	0.5116107	0.08372007	0.08118362	0.03871449	0.2747289	0.08029038
CC(C(CC(C(C)C)(C(C)C)C)(C)C)C 	10.74949	0.2556343	0.3663763	0.03912003	0.08385601	0.02376797	0.1414638	0.02920766
CCCC(C(CC(C(C)C)(C)C)C)(C)C 	12.0242	0.5960493	0.4608843	0.08180822	0.08096176	0.05216615	0.2260345	0.0687948
CC(C(CC(C(C(C)C)(C)C)C)(C)C)C 	11.85135	0.3328469	0.5183423	0.04374997	0.03206412	0.01506533	0.2715354	0.04383826
CC(CC(C(CC(C(C)C)(C)C)C)C)C 	12.1543	0.6677927	0.4438385	0.07521559	0.09962018	0.04638508	0.2117125	0.06145213
CC(C(C(C(C(C)C)(C)C)C(C)C)C)C 	10.37143	0.1710757	0.3017108	0.02809146	0.1014314	0.02300446	0.09992892	0.01462731
CCCC(C(CC(C(C)C)C)(C)C)(C)C 	12.2411	0.685559	0.462504	0.1017257	0.1002992	0.05668554	0.2342359	0.08671203
CC(C(C)C)CC(C(C(C)C)(C)C)(C)C 	11.41067	0.4734274	0.4507719	0.05458055	0.0540599	0.0242368	0.2088155	0.0484497
CC(CC(C(CC(C(C)C)C)(C)C)C)C 	12.23631	0.8295021	0.4381129	0.1105851	0.1029158	0.06177129	0.2149784	0.08405415
CC(C(C(C(C)C)(C(C)C)C(C)C)C)C 	9.710414	0.1320531	0.1607235	0.02184211	0.04382237	0.01542764	0.02792799	0.006900075
CC(C(C(C(C)C)(C(C)C)C)C(C)C)C 	9.976796	0.1189592	0.2179728	0.01997129	0.1326762	0.0148065	0.06127803	0.008442153
CCCC(C(C(C(C)C)C(C)C)C)(C)C 	11.15583	0.4518579	0.3645126	0.06911264	0.07171306	0.03165491	0.1422645	0.04930625
CC(C(C(C(C(C)C)(C)C)C)C(C)C)C 	10.48165	0.2256092	0.3239047	0.02626081	0.07091901	0.01297876	0.1095033	0.01721183
CC(CC(C(C(C(C)C)C(C)C)C)C)C 	11.88301	0.6057993	0.4397831	0.07358225	0.06942678	0.01694532	0.2026691	0.06266294
CCCC(C(C(C)C)(CC(C)C)C)(C)C 	11.10447	0.3809639	0.3651194	0.113168	0.107722	0.02990147	0.1555022	0.06686863
CC(CC(C(C(C)C)(C)C)(C(C)C)C)C 	10.47547	0.1751247	0.3419958	0.04845842	0.06941018	0.02829414	0.1235309	0.02770634
CC(CC(C(C(C)C)(CC(C)C)C)C)C 	11.37054	0.3884192	0.3212865	0.06156707	0.1111374	0.02237035	0.1166361	0.03873325
CCC(C(C(CC(C)C)C)(C)C)C(C)C 	12.14614	0.3416137	0.5192975	0.03919793	0.05123459	0.01868057	0.2734392	0.03794074
CCCC(C(C(CC(C)C)C)(C)C)(C)C 	11.60628	0.5116417	0.3762417	0.09140997	0.1246076	0.06149244	0.1644248	0.06252381
CC(CC(C(C(C(C)C)(C)C)(C)C)C)C 	11.20081	0.3661996	0.4257764	0.06105429	0.05976592	0.03594561	0.1886258	0.04820069
CC(C(C(CC(C)C)C)(C)C)CC(C)C 	13.332	1.047663	0.5642783	0.1389781	0.05727689	0.06406883	0.3432839	0.1283753
CCCC(C(C(C)C)(C(C)C)CC)(C)C 	10.36533	0.21069	0.2982623	0.02879716	0.04793971	0.01666075	0.09171794	0.01644165
CCC(C(C(C)C)(C)C)(C(C)C)C(C)C 	9.626198	0.1584506	0.1950119	0.01876641	0.06143153	0.01947589	0.04149753	0.006428201
CCC(C(C(C(C)C)CC)(C)C)C(C)C 	10.73148	0.2157629	0.3200744	0.03526764	0.03367453	0.01851994	0.1048023	0.02241019
CCCC(C(C(CCC)(C)C)CC)(C)C 	11.56292	0.4269246	0.3713834	0.08957054	0.09538588	0.05038981	0.154702	0.05721891
CCCC(C(C(C(C)C)(C)C)CC)(C)C 	10.92127	0.3826087	0.3579889	0.06336533	0.09144252	0.02244617	0.1388314	0.04079275
CCCC(C(C(C(C)C)CC)(C)C)(C)C 	10.82055	0.4119316	0.3281844	0.07410558	0.09477619	0.03628778	0.1208805	0.05341536
CCC(C(C(C(C)C)(C)C)(C)C)C(C)C 	10.06543	0.2264729	0.2696874	0.0369242	0.02699101	0.01303307	0.07477233	0.02051449
CCC(C(C(C)C)(C)C)C(C(C)C)(C)C 	10.30808	0.200371	0.3184931	0.01865414	0.05718422	0.01527466	0.1044129	0.01138865
CCCC(C(C(CCC)(C)C)(C)C)(C)C 	10.99638	0.4549283	0.295598	0.09797785	0.1511966	0.07650888	0.1184849	0.05624315
CCCC(C(C(C(C)C)(C)C)(C)C)(C)C 	10.74691	0.5250999	0.3764042	0.1073691	0.07981706	0.06315901	0.1610179	0.07344873
CC(C(C(C(C(C)C)(C)C)(C)C)(C)C)C 	9.6578	0.1627484	0.2485343	0.01753182	0.08593682	0.01097596	0.06770351	0.008277025
CCCCCCCCCCCC(CC)C 	22.60607	3.556648	0.7563386	0.1201193	0.06814347	0.05949415	0.5926384	0.1516051
CCC(CCCCCCCCC(C)C)C 	21.75141	3.062259	0.7585122	0.1002386	0.05894347	0.04763665	0.5897111	0.131457
CCCC(CCCCCCC(CC)C)C 	20.49655	2.905645	0.7312735	0.1012902	0.06498091	0.04628765	0.5498256	0.1323329
CCC(CCCCCCC(C(C)C)C)C 	19.12395	2.467485	0.7261117	0.08928958	0.05251544	0.03849814	0.5383933	0.1162265
CCCC(CCCCCC(CC)C)CC 	18.2694	1.958544	0.6663157	0.07520762	0.08639471	0.03698632	0.4562668	0.09249802
CCC(CCCCCC(C(C)C)CC)C 	17.65317	1.989951	0.6829743	0.07417357	0.05871075	0.02607819	0.4750612	0.09406878
CCCC(CCC)CCCCC(CC)C 	17.16552	1.495903	0.5905761	0.07427247	0.1382127	0.03919283	0.3697839	0.08058539
CCCC(C(C)C)CCCCC(CC)C 	16.20468	1.45396	0.6041111	0.07118349	0.1016858	0.03528695	0.3787161	0.07948036
CCCCC(CCCC(CC)C)CCC 	16.16131	1.323663	0.5089228	0.1030498	0.1817664	0.06275665	0.2973455	0.08871324
CCCCC(C(C)C)CCCC(CC)C 	15.2929	1.143709	0.4946416	0.07806519	0.1780768	0.0477346	0.2762632	0.06883396
CCCCCC(CCC(CC)C)CCC 	15.59081	1.180483	0.4122206	0.107567	0.248191	0.06731965	0.2311244	0.07314184
CCCCCC(C(C)C)CCC(CC)C 	15.00309	1.129927	0.4489886	0.1062198	0.1962065	0.07269909	0.245728	0.07572037
CCCCCCC(CC(CC)C)CCC 	15.64041	1.246818	0.4535177	0.0952704	0.199728	0.05422214	0.2468972	0.07233406
CCCCCCC(C(C)C)CC(CC)C 	15.18351	1.342471	0.5026713	0.08853757	0.1442572	0.04984148	0.2780001	0.0776859
CCCCCCCC(C(CC)C)CCC 	16.35171	1.471316	0.5696884	0.07056582	0.1352489	0.03004897	0.3439343	0.07460761
CCCCCCCC(C(CC)C)C(C)C 	15.92163	1.379688	0.6093494	0.06815133	0.08865449	0.0311316	0.3825858	0.07820108
CCCCCCCCC(CCC)(CC)C 	17.96246	1.932124	0.6734802	0.07917184	0.07379055	0.03738866	0.4649791	0.09901777
CCCCCCCCC(C(C)C)(CC)C 	17.12071	1.547597	0.6758035	0.05799349	0.06390931	0.02478206	0.4636021	0.07406996
CCCCCCCCC(C(CCC)C)C 	18.75605	2.409705	0.676308	0.1011661	0.08116058	0.04907876	0.4743946	0.1246636
CCCCCCCCC(C(C(C)C)C)C 	18.34318	2.342187	0.6981289	0.1018441	0.06043635	0.04450932	0.5019928	0.1247838
CCCCCCCCC(CCCCC)C 	20.89301	2.976064	0.6889799	0.1311243	0.1071362	0.07321478	0.5045494	0.1540239
CCCCCCCCC(CCC(C)C)C 	19.69727	3.025636	0.6776771	0.1370525	0.0999718	0.07030578	0.489249	0.1553767
CCCCCCCCC(CCCC)CC 	18.75983	2.443376	0.6353412	0.1087041	0.1209683	0.05715096	0.4289199	0.1239841
CCCCCCCCC(CC(C)C)CC 	18.07391	2.264084	0.6473567	0.1006648	0.09432564	0.04372517	0.4373187	0.1165349
CCCCCC(CCCCCC(C)C)C 	19.62414	2.954367	0.6643443	0.1408517	0.1110265	0.0752092	0.4747225	0.1572502
CC(CCC(C)C)CCCCCC(C)C 	18.49726	2.512958	0.656742	0.1220389	0.1053607	0.06236851	0.4574285	0.1384406
CCCC(C(CCCCCC(C)C)C)C 	17.11642	2.177365	0.6296322	0.0977638	0.09040714	0.05087974	0.4140525	0.1103951
CC(CCCCCC(C(C(C)C)C)C)C 	16.79139	2.090481	0.6569668	0.09165091	0.06420396	0.03859683	0.4442185	0.1113164
CCCC(CCCCCC(C)C)(CC)C 	16.89234	1.562956	0.6411834	0.07233799	0.07799366	0.03334252	0.4217202	0.08610306
CCC(C(C)C)(CCCCCC(C)C)C 	16.22183	1.425108	0.6604019	0.05512042	0.05399249	0.02468265	0.44182	0.06978824
CCCC(C(CC)C)CCCCC(C)C 	15.53606	1.434019	0.5380214	0.07175867	0.1153631	0.03383993	0.3054609	0.07208126
CCC(C(C(C)C)CCCCC(C)C)C 	15.00339	1.273388	0.5635354	0.06520582	0.08441815	0.02883241	0.3278028	0.0697409
CCCC(CC(CC)C)CCCC(C)C 	14.91922	0.8694153	0.4166397	0.06915471	0.2201947	0.04948072	0.2165487	0.04642992
CCC(CC(C(C)C)CCCC(C)C)C 	13.77135	0.7453373	0.4081794	0.0752901	0.1898265	0.04785209	0.2009884	0.0524812
CCCC(CCC(CC)C)CCC(C)C 	14.93615	0.8625206	0.3984727	0.105035	0.2416842	0.0708389	0.2174011	0.06542862
CCC(CCC(C(C)C)CCC(C)C)C 	14.06123	0.8532156	0.4100874	0.09330233	0.2119699	0.06194475	0.2134734	0.0628241
CCCC(CC(C)C)CCCC(CC)C 	15.11753	1.081821	0.4824295	0.06977658	0.180948	0.04688406	0.2638008	0.05634252
CCC(CCCC(C(C)C)CC(C)C)C 	14.5455	0.9984178	0.4956107	0.06318935	0.1454567	0.03416177	0.2663718	0.05691612
CCC(CCCCC(C(C)C)C(C)C)C 	15.53545	1.318436	0.614751	0.05534496	0.07015259	0.02784875	0.3852512	0.0656591
CCCC(CCCCCC(CC)C)(C)C 	17.42884	2.281684	0.665493	0.09695599	0.07075817	0.04344421	0.457466	0.1155197
CCC(CCCCCC(C(C)C)(C)C)C 	17.4579	1.928071	0.7035404	0.07930112	0.04290557	0.02934919	0.503287	0.09910001
CCCCC(CCCCCC(CC)C)C 	19.44617	2.636649	0.6947269	0.1013204	0.08654659	0.05134934	0.5005259	0.1274366
CCC(CCCCCC(CC(C)C)C)C 	19.31478	2.381092	0.7197682	0.09009754	0.06053647	0.04176199	0.5302512	0.1168079
CCCCC(CCCCCC(C)C)CC 	17.80785	2.167222	0.6206543	0.1086487	0.1236662	0.05742626	0.410926	0.1198398
CCC(CC(C)C)CCCCCC(C)C 	17.00847	1.723412	0.6240167	0.07688982	0.1033834	0.03426297	0.4041552	0.08878522
CCCCCCC(CCCC(CC)C)C 	18.40586	2.918527	0.6189711	0.152667	0.1319121	0.08283556	0.4246944	0.1649918
CCC(CCCC(CCCC(C)C)C)C 	17.78703	2.31339	0.6351727	0.1227794	0.1094108	0.065319	0.4307399	0.1365313
CCCC(CC(CCCC(CC)C)C)C 	16.40627	1.940824	0.6048167	0.1171266	0.09551179	0.06383834	0.3893992	0.1275916
CCC(CCCC(CC(C(C)C)C)C)C 	15.61627	1.694651	0.6019653	0.1010788	0.08703145	0.0485358	0.3800225	0.1121618
CCCC(C(CCCC(CC)C)C)CC 	15.13412	1.544498	0.5442347	0.08905297	0.0843655	0.03627992	0.3104482	0.09422329
CCC(CCCC(C(C(C)C)CC)C)C 	15.20868	1.174905	0.6223895	0.05891067	0.05569667	0.0255783	0.3936669	0.07150359
CCCC(CCC)(CCCC(CC)C)C 	14.79783	0.9235599	0.5044971	0.07055128	0.1286798	0.04389605	0.2733529	0.06415183
CCCC(C(C)C)(CCCC(CC)C)C 	14.21329	0.8170017	0.5307915	0.0483266	0.1140608	0.03206875	0.294609	0.04891499
CCCC(C(CCC)C)CCC(CC)C 	13.6807	0.9902096	0.364102	0.07974496	0.1746636	0.05510092	0.1640499	0.0544312
CCCC(C(C(C)C)CCC(CC)C)C 	13.38901	0.6783741	0.4207783	0.09953684	0.1668446	0.08198827	0.2128319	0.06827676
CCCC(CC(CC)C)CC(CCC)C 	14.1778	0.7584286	0.3820114	0.0760085	0.2016253	0.04887632	0.1840079	0.04939001
CCCC(CC(C(C)C)CC(CC)C)C 	12.79756	0.5456323	0.3232525	0.05842341	0.1677285	0.06044378	0.1317509	0.03237077
CCCC(CCC(C(CC)C)CCC)C 	14.25011	1.070758	0.4349892	0.07859898	0.1600325	0.05140055	0.2165995	0.06277274
CCCC(CCC(C(CC)C)C(C)C)C 	13.89303	0.8092865	0.5079771	0.06281472	0.1131332	0.04549004	0.2731519	0.06006374
CCCC(CCCC(CCC)(CC)C)C 	15.7104	1.384046	0.5892701	0.08487147	0.09620047	0.04728304	0.3630382	0.09577785
CCCC(CCCC(C(C)C)(CC)C)C 	14.92955	1.202052	0.5983721	0.06802114	0.06489123	0.03139452	0.3665852	0.07854161
CCCC(CCCC(C(CCC)C)C)C 	16.56888	1.952497	0.6127739	0.1080134	0.0960954	0.05378834	0.3962601	0.1203041
CCCC(CCCC(C(C(C)C)C)C)C 	15.71863	1.531208	0.6245477	0.08591694	0.07687475	0.04322124	0.4032829	0.09912709
CCCCCC(CCCC(CCC)C)C 	18.04283	2.418895	0.6220403	0.1252938	0.1148762	0.0705726	0.4162357	0.1362814
CCCC(CCCC(CCC(C)C)C)C 	17.12979	2.167409	0.6153946	0.1187921	0.1074802	0.06098307	0.4043007	0.1286915
CCCCC(CCCC(CCC)C)CC 	16.90322	1.839676	0.5896965	0.1126127	0.1178899	0.0595177	0.3734409	0.1172097
CCCC(CCCC(CC(C)C)CC)C 	16.09795	1.520354	0.5911486	0.09362066	0.1045207	0.05530059	0.3687169	0.09652086
CCCCCC(CCCC(C(C)C)C)C 	17.98021	2.22171	0.6535032	0.11846	0.1017299	0.06384038	0.4516801	0.1364144
CC(CCC(C)C)CCCC(C(C)C)C 	16.96702	1.891939	0.6509409	0.09649314	0.08500534	0.04573304	0.4400259	0.1160103
CCCC(C(CCCC(C(C)C)C)C)C 	15.74879	1.377931	0.6195138	0.08126717	0.0751348	0.04109327	0.3959063	0.09346876
CC(C(CCCC(C(C(C)C)C)C)C)C 	14.87988	1.320942	0.6013635	0.07170678	0.06521225	0.03299513	0.3707778	0.08166437
CCCC(CCCC(C(C)C)C)(CC)C 	14.66933	0.8016479	0.5567946	0.05090924	0.1020322	0.03207681	0.3211991	0.05420246
CCC(C(C)C)(CCCC(C(C)C)C)C 	14.23125	0.8709198	0.5898539	0.04679806	0.06023345	0.02433816	0.3532899	0.05450673
CCCC(C(CC)C)CCC(C(C)C)C 	13.69713	0.8502127	0.4514727	0.05498254	0.1405328	0.03952165	0.2228381	0.04648091
CCC(C(C(C)C)CCC(C(C)C)C)C 	12.90947	0.7092181	0.4424257	0.0590837	0.1086059	0.04522256	0.2096244	0.05127666
CCCC(CC(C(C)C)C)CC(CC)C 	12.66331	0.5751387	0.3091604	0.05899718	0.1848226	0.04680636	0.1263215	0.03128105
CCC(CC(C(C)C)CC(C(C)C)C)C 	12.5066	0.5748507	0.3845299	0.0811469	0.1319705	0.04358436	0.1688753	0.06148411
CCCC(C(C(C)C)C)CCC(CC)C 	13.59566	0.6868733	0.4101284	0.06358901	0.1560377	0.04033059	0.1916864	0.04721631
CCC(CCC(C(C(C)C)C)C(C)C)C 	12.98272	0.5897336	0.4721566	0.0555256	0.1277885	0.03673706	0.2392826	0.04817854
CCC(CCCC(C(C)C)(C(C)C)C)C 	13.26794	0.7253545	0.5189465	0.0448859	0.08289208	0.02721203	0.2770213	0.04510194
CCCC(C(CCCC(CC)C)C)(C)C 	14.6823	1.251431	0.5605239	0.07890822	0.1088744	0.04126132	0.3305935	0.08377223
CCC(CCCC(C(C(C)C)(C)C)C)C 	15.34561	1.118715	0.665856	0.05365954	0.03689066	0.01962344	0.4475496	0.06815192
CCCCC(C(CCCC(CC)C)C)C 	16.42415	1.737169	0.5909702	0.1111996	0.1128967	0.06040939	0.3739167	0.1182667
CCC(CCCC(C(CC(C)C)C)C)C 	15.30251	1.464118	0.5771109	0.09475783	0.09882946	0.0471238	0.3510373	0.1060733
CCCCC(CCCC(C(C)C)C)CC 	15.94622	1.43174	0.5680634	0.1034769	0.1351207	0.05768706	0.3495721	0.1026801
CCC(CC(C)C)CCCC(C(C)C)C 	15.16293	1.334081	0.5610692	0.08525501	0.1133355	0.04838181	0.3334463	0.08733371
CCCCCCC(CCC(CC)C)CC 	16.8583	1.720107	0.5564778	0.1297197	0.1573867	0.07638476	0.3495059	0.1207139
CCC(CCC(CC)C)CCCC(C)C 	16.23643	1.559407	0.5747461	0.1169035	0.1415811	0.0712183	0.362859	0.1144521
CCCC(CC(CCC(CC)C)CC)C 	14.28755	1.263838	0.4442902	0.1236261	0.1595603	0.08293917	0.2369023	0.0913914
CCC(CC(C(C)C)C)CCC(CC)C 	14.31966	1.09498	0.5213305	0.08773721	0.1266828	0.04808433	0.2932449	0.08396108
CCCC(C(CCC(CC)C)CC)CC 	13.21778	0.7933835	0.3793817	0.0813845	0.1222887	0.05637459	0.1641478	0.0607323
CCC(CCC(C(C(C)C)CC)CC)C 	13.34585	0.6219249	0.5246363	0.05112441	0.1058486	0.03466089	0.28717	0.05109345
CCCC(CCC(CC)C)(CCC)CC 	13.03225	0.4528808	0.3769999	0.05807366	0.1342879	0.05643832	0.1614237	0.03982243
CCCC(C(C)C)(CCC(CC)C)CC 	12.50048	0.547763	0.3958419	0.05303335	0.09756581	0.03673733	0.1676324	0.04045045
CCCC(C(CCC)CC)CC(CC)C 	12.72853	0.4382055	0.3476776	0.05075428	0.1033142	0.03783008	0.1325386	0.03352815
CCCC(C(C(C)C)CC(CC)C)CC 	12.12391	0.3788385	0.3226167	0.0559724	0.06387943	0.0326778	0.1110788	0.03703711
CCCC(CC(C(CC)C)CCC)CC 	12.63394	0.5064469	0.2858221	0.06987096	0.1300976	0.06519941	0.1024563	0.03954295
CCCC(CC(C(CC)C)C(C)C)CC 	12.08997	0.5293706	0.3094877	0.06535939	0.1143708	0.06049275	0.1126023	0.04216577
CCCC(CCC(CCC)(CC)C)CC 	13.99834	0.7650764	0.4828012	0.07432804	0.1184386	0.06282869	0.2520958	0.06492372
CCCC(CCC(C(C)C)(CC)C)CC 	13.33134	0.6180971	0.4861824	0.05246762	0.1091727	0.03998794	0.2492554	0.04709401
CCCC(CCC(C(CCC)C)C)CC 	14.61641	1.192683	0.4985354	0.09448015	0.1317899	0.06408042	0.2735752	0.08359109
CCCC(CCC(C(C(C)C)C)C)CC 	14.2249	0.8811235	0.5245995	0.07184331	0.1092173	0.04869875	0.2910987	0.07188527
CCCCCC(CCC(CCC)CC)C 	16.27133	1.800924	0.5672612	0.1066821	0.135155	0.06514471	0.35007	0.1060278
CCCC(CCC(CCC(C)C)C)CC 	15.36291	1.472091	0.5452373	0.09303408	0.1323883	0.06026055	0.3218162	0.09310264
CCCCC(CCC(CCC)CC)CC 	14.9222	1.18179	0.470593	0.1118513	0.1675962	0.08101744	0.259972	0.09656639
CCCC(CCC(CC(C)C)CC)CC 	14.07972	1.016556	0.4503044	0.0929128	0.1557584	0.06714346	0.2329705	0.07755577
CCCCCC(CCC(C(C)C)CC)C 	15.93646	1.837888	0.5833286	0.1058782	0.09916346	0.0497676	0.3606443	0.1121995
CCC(C(C)C)CCC(CCC(C)C)C 	15.03531	1.430996	0.5739408	0.08431494	0.1010148	0.04712029	0.3458573	0.0909031
CCCC(C(CCC(C(C)C)CC)C)C 	13.91176	0.9605696	0.4991193	0.07055722	0.1020197	0.05195764	0.2639331	0.06708846
CCC(C(C)C)CCC(C(C(C)C)C)C 	13.99474	0.8145964	0.5719222	0.05821816	0.0751404	0.03469359	0.3356172	0.06455618
