Supporting Information for "Machine Learning from Heteroscedastic Data: Second Virial Coefficients of Alkane Isomers"
Authors: Arpit Bansal, Andrew J. Schultz, David A. Kofke and Johannes Hachmann
Journal of Physical Chemistry B (2022)


Shape Descriptors generated using Monte Carlo simulations in Etomica. 
Shape descriptors computed are:
- Squared Radius of Gyration (Angstrom^6)
- Asphericity (Angstrom^6)
- Acylindricity (Angstrom^6)
- Anisotropy
- Along with standard deviation (SD) in the above quantities

These simulations are carried out in Etomica using etomica.virial.simulations.VirialSingleAlkane class available at https://github.com/etomica/etomica/tree/677f479ba8b41515cea06e873d3f2a82c0259e27

SMILES	Squared_Radius_Gyration	SD_Squared_Radius_Gyration	Asphericity	SD_Asphericity	Acylindricity	SD_Acylindricity	Anisotropy	SD_Anisotropy
CCC(C(C)C)(C(C)C)CC 	7.737619	0.1120911	0.1383181	0.04434295	0.09161235	0.03259377	0.02819055	0.01206434
CCCC(C(CC)CC)(C)C 	8.957123	0.3146957	0.3633395	0.06300239	0.1014413	0.04472951	0.1452043	0.04606814
CCC(C(C(C)C)(C)C)CC 	8.284583	0.2136003	0.321068	0.05209589	0.09123423	0.02790859	0.1126239	0.03143778
CCCCC(C(CC)CC)C 	10.32903	0.6981162	0.4806888	0.08734753	0.08242626	0.03394921	0.2446533	0.08220945
CCC(C(CC(C)C)C)CC 	9.552807	0.4059734	0.427725	0.06029076	0.09983893	0.03801845	0.1951436	0.05031036
CCCCC(CCC(C)C)C 	11.81629	1.061955	0.5868889	0.1048151	0.1181043	0.05623077	0.3682498	0.1111374
CC(CCC(CC(C)C)C)C 	10.73949	0.7908809	0.5455225	0.08358775	0.09586131	0.04234459	0.312813	0.08557243
CCCC(CCC(C)C)(C)C 	10.33798	0.5625527	0.5040208	0.08314523	0.1100734	0.04362885	0.2714675	0.0784474
CC(CCC(C(C)C)(C)C)C 	9.606526	0.3868421	0.4964556	0.0481968	0.05664532	0.02547049	0.2516846	0.04784782
CC(CC(C(C)C)C(C)C)C 	8.750356	0.1714986	0.2766561	0.03065391	0.1295517	0.03617675	0.09104681	0.01635032
CC(C(C(C)C)(C(C)C)C)C 	7.604387	0.1113246	0.1405894	0.02320855	0.1209205	0.02001287	0.03157099	0.005945932
CCCC(C(C(C)C)C)(C)C 	8.637437	0.2890359	0.3228816	0.06998607	0.1321323	0.03571765	0.1232005	0.04505572
CC(C(C(C(C)C)(C)C)C)C 	8.178872	0.2078949	0.3529804	0.04982789	0.06387964	0.02167261	0.1304909	0.0354881
CCCCC(C(C(C)C)C)C 	10.23995	0.5971067	0.5066907	0.08400544	0.08354307	0.03953687	0.2702019	0.07982356
CC(CC(C(C(C)C)C)C)C 	9.580075	0.3649705	0.5026226	0.06405836	0.05909257	0.03123968	0.2600855	0.06114801
CCCCCCC(CC)(C)C 	11.96318	0.9076456	0.654281	0.06040528	0.04904055	0.02346448	0.4339493	0.07509137
CCC(CCCC(C)C)(C)C 	11.03792	0.5906331	0.6147345	0.04506658	0.05064415	0.02312193	0.3822544	0.05362059
CCCC(CC(CC)(C)C)C 	9.837478	0.5503633	0.4986343	0.0704329	0.08726595	0.04544871	0.2608592	0.06576881
CCC(CC(C(C)C)C)(C)C 	8.906539	0.310772	0.4287171	0.05081696	0.07296541	0.03257012	0.1911697	0.04246664
CCCC(C(CC)(C)C)CC 	8.769433	0.2942723	0.3255013	0.05572265	0.1498375	0.03908613	0.1270379	0.03655976
CCC(C(CC)(C)C)C(C)C 	8.030687	0.185597	0.2458905	0.04501784	0.09238867	0.03206615	0.06966233	0.02297258
CCCCC(CCC)(CC)C 	9.919684	0.4177127	0.3865368	0.07824194	0.1713908	0.0555989	0.1798845	0.05005937
CCCC(CC(C)C)(CC)C 	9.183115	0.2598834	0.3510862	0.08904491	0.1396676	0.06687088	0.1491782	0.0505237
CCCC(C(CC)(C)C)(C)C 	8.623633	0.2915805	0.4005403	0.06858897	0.07492498	0.03194241	0.1701144	0.05302923
CCC(C(C(C)C)(C)C)(C)C 	7.827253	0.2001452	0.3089072	0.0570648	0.05638771	0.03388099	0.1019266	0.03378655
CCCCC(C(CC)(C)C)C 	10.06963	0.5328172	0.5355573	0.0597955	0.05541702	0.03421796	0.2935796	0.06205723
CCC(C(CC(C)C)C)(C)C 	9.078798	0.3247563	0.4542178	0.05482358	0.05531712	0.0279608	0.2122015	0.04987361
CCCCC(C(C)C)(CC)C 	9.321629	0.3290359	0.4150465	0.04804103	0.09409322	0.03278084	0.1820154	0.03724134
CCC(C(C)C)(CC(C)C)C 	8.419324	0.1832387	0.318016	0.04898412	0.09229235	0.03571291	0.110878	0.02775174
CCCCCCCC(CC)C 	13.69834	1.361444	0.716547	0.07923506	0.05901687	0.03354089	0.5231761	0.1050273
CCC(CCCCC(C)C)C 	12.71988	1.179946	0.6895491	0.06440003	0.05567906	0.02730584	0.4825104	0.08507725
CCCC(CCC(CC)C)C 	11.5636	0.9128446	0.5988782	0.0852152	0.09919984	0.04837129	0.3750522	0.09210713
CCC(CCC(C(C)C)C)C 	10.63021	0.6898062	0.5678077	0.06222225	0.0750869	0.03511568	0.3314313	0.06831051
CCCC(CC(CC)C)CC 	10.04506	0.5184404	0.42355	0.08886492	0.1377758	0.06415058	0.2046174	0.06579914
CCC(CC(C(C)C)CC)C 	9.356372	0.3303747	0.3945073	0.04616492	0.1011828	0.03770505	0.1665101	0.03511648
CCCC(C(CC)C)CCC 	9.657502	0.4344029	0.2292082	0.04696042	0.2369901	0.05743126	0.0993374	0.02797868
CCCC(C(CC)C)C(C)C 	8.98922	0.3408202	0.2199617	0.06232154	0.203971	0.05681605	0.08589247	0.02996709
CCCCC(CCCC)CC 	11.41005	0.7825142	0.4598141	0.1236364	0.2108797	0.07761321	0.2645796	0.09552147
CCCCC(CC(C)C)CC 	10.71275	0.5515003	0.472258	0.08821171	0.1567128	0.05771832	0.2517235	0.07199875
CCC(C(C(C)C)C(C)C)C 	8.312456	0.2350022	0.223164	0.0535785	0.1442937	0.03697346	0.06931304	0.02644809
CCCC(CC(CC)C)(C)C 	9.706714	0.6005441	0.4429239	0.103831	0.1127316	0.06853851	0.2200087	0.08020504
CCC(CC(C(C)C)(C)C)C 	8.967127	0.3375102	0.4373063	0.0548013	0.07109438	0.03715488	0.1990661	0.04596169
CCCCC(CC(CC)C)C 	11.50539	0.8942285	0.6036679	0.093851	0.0650849	0.0433579	0.3778107	0.1024248
CCC(CC(CC(C)C)C)C 	10.36642	0.5555754	0.533953	0.06648528	0.06329049	0.03609372	0.2935035	0.06718044
CCC(CC(C)C)CC(C)C 	9.64474	0.2762633	0.3775319	0.05356536	0.1637567	0.03792987	0.1665871	0.03534552
CCCCCCCC(C)(C)C 	13.08607	1.230002	0.714365	0.06806588	0.03497415	0.02604519	0.5163772	0.09154443
CC(CCCCC(C)(C)C)C 	12.24201	0.8042922	0.6943983	0.04136827	0.02951543	0.01242806	0.4846692	0.05549819
CCCC(CCC(C)(C)C)C 	10.99504	0.6364928	0.5850584	0.06691324	0.08862629	0.03402251	0.3535295	0.0720454
CC(C(CCC(C)(C)C)C)C 	10.07067	0.3812017	0.5606034	0.03642628	0.04825471	0.02171767	0.3177024	0.04029981
CCCC(CC(C)(C)C)CC 	9.378295	0.3752779	0.366374	0.07113989	0.1933949	0.04327012	0.1687479	0.04332924
CCC(C(C)C)CC(C)(C)C 	8.686983	0.2467576	0.3500772	0.04207301	0.1330145	0.0335504	0.1384375	0.02545478
CCCC(C(C)(C)C)CCC 	9.132185	0.3051539	0.2283225	0.03462289	0.2798466	0.03213513	0.1128399	0.01252106
CCCC(C(C)(C)C)C(C)C 	8.485255	0.2212367	0.2321588	0.03794444	0.2011444	0.02714901	0.08623509	0.01363127
CCCCC(CCCC)(C)C 	10.82833	0.7997337	0.4704932	0.1277295	0.1602243	0.06891852	0.2604991	0.1054851
CCCCC(CC(C)C)(C)C 	10.0071	0.6087727	0.4671789	0.09931261	0.1158464	0.05207133	0.2402203	0.08334602
CCCCC(CC(C)(C)C)C 	10.54268	0.7475575	0.5590276	0.07964417	0.09308784	0.03868868	0.3264793	0.08280235
CC(CC(CC(C)(C)C)C)C 	9.446193	0.3161227	0.4760358	0.03961078	0.08448939	0.02250822	0.2339123	0.03571998
CCCC(CC(C)(C)C)(C)C 	8.97833	0.3166164	0.4187753	0.06490495	0.09512737	0.03308623	0.187195	0.0477904
CC(C(CC(C)(C)C)(C)C)C 	8.283755	0.2018745	0.3855871	0.03638515	0.0462195	0.02299958	0.1520006	0.02917816
CC(C(C(C)(C)C)C(C)C)C 	7.721328	0.1312776	0.1550589	0.03427447	0.135299	0.01787455	0.03918652	0.00992982
CC(CC(CC(C)C)(C)C)C 	9.254323	0.3874559	0.4370803	0.07298185	0.07517559	0.04100272	0.2018659	0.05696022
CCCCCC(C(CC)C)C 	11.57106	0.8657111	0.6054917	0.07495025	0.07575864	0.03238068	0.3773267	0.08555245
CCC(C(CCC(C)C)C)C 	10.42339	0.6056388	0.5281153	0.06242411	0.088007	0.03786475	0.289688	0.06427553
CCCC(C(C(CC)C)C)C 	9.583087	0.451668	0.4499111	0.07454221	0.07601911	0.0502518	0.2142067	0.06156317
CCC(C(C(C(C)C)C)C)C 	9.118021	0.4031945	0.4646564	0.05691108	0.06153807	0.02520995	0.2224625	0.04937273
CCCC(C(CC)C)(CC)C 	8.819412	0.210717	0.2956116	0.08462733	0.1628529	0.04929294	0.1162596	0.04226649
CCC(C(C(C)C)(CC)C)C 	8.163137	0.1661769	0.3169915	0.02520455	0.07079416	0.02510733	0.1053509	0.01537249
CCCCC(C(CC)C)CC 	10.1156	0.519828	0.4132051	0.06945716	0.1540117	0.04402679	0.1947935	0.05329645
CCC(C(CC)C)CC(C)C 	9.12922	0.293716	0.3164162	0.057881	0.1250892	0.05209456	0.1172383	0.03497423
CCCCCC(CC)(CC)C 	10.58702	0.6200044	0.5352856	0.06389637	0.09064304	0.03757929	0.2978316	0.06375911
CCC(CCC(C)C)(CC)C 	9.675784	0.3439789	0.4605875	0.05779225	0.1007431	0.04479826	0.2245971	0.0481567
CCCC(C(CC)(CC)C)C 	9.041618	0.2982629	0.4105689	0.0494587	0.09561982	0.02505659	0.1783422	0.03870874
CCC(C(C(C)C)C)(CC)C 	8.175927	0.1895422	0.2956648	0.05870814	0.0998901	0.03163452	0.09909395	0.03199074
CCCCC(CC)(CC)CC 	9.398546	0.3097383	0.3933521	0.0447252	0.07643549	0.05104168	0.1630611	0.0360897
CCC(CC(C)C)(CC)CC 	8.464304	0.1857915	0.2822237	0.04236563	0.1180147	0.06385731	0.0949493	0.03055684
CCCCCC(C(C)(C)C)C 	11.08511	0.7181769	0.6267944	0.05278724	0.05358899	0.02110244	0.398144	0.06229913
CC(CCC(C(C)(C)C)C)C 	10.12115	0.4373467	0.5688467	0.03349898	0.05803262	0.02551028	0.3277229	0.03646314
CCCC(C(C(C)(C)C)C)C 	8.965517	0.2948073	0.415467	0.04186832	0.07791735	0.02946054	0.1795689	0.03212662
CC(C(C(C(C)(C)C)C)C)C 	8.196646	0.1429024	0.3548721	0.01978113	0.05686544	0.02693435	0.1292946	0.01283212
CCCC(C(C)(C)C)(CC)C 	8.213079	0.1801039	0.2687688	0.04015493	0.1438544	0.02656732	0.0898978	0.01797089
CCC(C(C)(C)C)(C(C)C)C 	7.581084	0.107805	0.1871506	0.04592095	0.08828338	0.03313562	0.04380386	0.01326129
CCCCC(C(CC)C)(C)C 	9.745177	0.5332638	0.4618411	0.08491582	0.1028017	0.04913534	0.2302396	0.07375264
CCC(C(CC(C)C)(C)C)C 	8.8118	0.3757167	0.3696749	0.07854717	0.1129262	0.05693447	0.1548259	0.05255396
CCCCC(C(C)(C)C)CC 	9.46989	0.393316	0.4166939	0.05251513	0.157617	0.03062401	0.1957275	0.03895487
CCC(C(C)(C)C)CC(C)C 	8.714959	0.1770582	0.3617646	0.02751623	0.1197978	0.02766691	0.1429688	0.01669167
CCCCC(C(C)(C)C)(C)C 	9.326723	0.4037884	0.5022014	0.04889154	0.04549268	0.0193921	0.2564315	0.0469547
CC(CC(C(C)(C)C)(C)C)C 	8.406983	0.2092525	0.4137861	0.03339454	0.03733751	0.02123086	0.1737175	0.02613439
CCC(CCCC(CC)C)C 	12.04028	0.8789328	0.6556133	0.06012181	0.06915163	0.03439547	0.4379134	0.07552186
CCC(CCC(CC)CC)C 	10.7235	0.6325647	0.5315078	0.06344884	0.1106767	0.05080617	0.2976501	0.06343661
CCC(CCC(CC)(C)C)C 	10.18053	0.5980077	0.5351155	0.06332762	0.07248279	0.03674065	0.2953115	0.06574866
CCC(CC(C(CC)C)C)C 	9.734438	0.5475552	0.4689647	0.07523682	0.08611776	0.041516	0.2324355	0.06895888
CCC(C(C(CC)CC)C)C 	9.077105	0.2858799	0.3738346	0.06468164	0.09166691	0.0389975	0.1513804	0.04924762
CCC(C(C(CC)(C)C)C)C 	8.493913	0.3004413	0.3838506	0.0654283	0.05654829	0.03155257	0.1547662	0.04420871
CCC(CC(CC)(CC)C)C 	8.96483	0.3153683	0.388966	0.06770157	0.1035393	0.05147957	0.1659079	0.04993928
CCC(C(CC)(CC)C)CC 	8.367497	0.2329015	0.2776373	0.0567317	0.1144164	0.04541081	0.0916667	0.03108034
CCC(C(CC)(C)C)(CC)C 	7.94431	0.1772672	0.2863005	0.04007285	0.09707213	0.03537763	0.0915799	0.02203906
CCC(CC(CC)CC)CC 	9.559211	0.3600324	0.389871	0.07266573	0.1104419	0.05797286	0.1689483	0.05420965
CCC(CC(CC)(C)C)CC 	9.047558	0.2841021	0.3937434	0.05719197	0.130066	0.04558626	0.1725529	0.04183009
CCC(CCCC(C)(C)C)C 	11.30764	0.6668246	0.6372784	0.04603342	0.05182035	0.0205419	0.410574	0.05739905
CCC(CCC(C)(C)C)CC 	9.937757	0.3860504	0.4860722	0.05887253	0.1282866	0.03341893	0.2529138	0.05046313
CCC(CCC(C)(C)C)(C)C 	9.439516	0.3496334	0.499641	0.04254625	0.05384517	0.01912651	0.2538994	0.04219547
CCC(CC(C(C)(C)C)C)C 	9.269543	0.3939663	0.4817471	0.04729046	0.05761348	0.03539823	0.2377463	0.0440239
CCC(C(C(C)(C)C)C)CC 	8.378704	0.2221085	0.3159035	0.0486441	0.09325177	0.02811103	0.1092766	0.03003432
CCC(C(C(C)(C)C)C)(C)C 	7.964119	0.2065159	0.3376957	0.0339889	0.0467877	0.01760143	0.1170671	0.02233349
CCC(CC(CC)(C)C)(C)C 	8.512719	0.3417773	0.3773287	0.06146992	0.08101976	0.03747583	0.1521274	0.04585745
CCC(C(CC)C)C(CC)C 	8.74411	0.363149	0.2433198	0.06652246	0.1288639	0.05314007	0.07820428	0.03598483
CCC(C(CC)(CC)CC)C 	8.198654	0.1757978	0.2355796	0.05353464	0.09566827	0.03526538	0.06616109	0.02550988
CCC(C(C(CC)C)(C)C)C 	8.705113	0.2230362	0.3964649	0.03943443	0.08553086	0.02390581	0.1646554	0.02897589
CCC(C(CC(C)(C)C)C)C 	9.139203	0.4039981	0.4343365	0.06032884	0.08495658	0.0303432	0.1983888	0.05090934
CCC(CC(C)(C)C)(CC)C 	8.30787	0.2224159	0.3201865	0.05367975	0.1154109	0.03948604	0.1165586	0.02948464
CCC(C(C(C)(C)C)CC)C 	8.295882	0.1796631	0.2776104	0.03472973	0.1462821	0.0298021	0.0949891	0.01928413
CCC(C(C)(C)C)(CC)CC 	7.594076	0.1126328	0.1262287	0.03612709	0.08355302	0.04088862	0.0237291	0.01128125
CCC(C(C(C)(C)C)(C)C)C 	7.904808	0.1686712	0.3301531	0.02580249	0.02664729	0.01808567	0.1104447	0.01762402
CC(CCCC(C)(C)C)(C)C 	10.77672	0.3670289	0.6282944	0.01759967	0.009987535	0.005331165	0.3951599	0.02171513
CC(C(C)(C)C)CC(C)(C)C 	8.632442	0.220987	0.445483	0.02330558	0.06069981	0.01042641	0.2018433	0.02033931
CCC(C(C)(C)C)C(C)(C)C 	7.7726	0.1497389	0.198893	0.01486702	0.1797422	0.01291243	0.06413506	0.005312932
CC(C(C)(C)C)(C(C)(C)C)C 	7.291342	0.1031676	0.2588842	0.014344	0.03304594	0.01188695	0.06815186	0.007336825
CCCCCCCCCCCC 	17.86834	2.393489	0.7717665	0.1056974	0.06233454	0.05353659	0.6118605	0.1419106
CCCCCCCCCC(C)C 	16.77433	1.962979	0.7626861	0.09113151	0.05323599	0.0421444	0.5934663	0.121469
CCCCCCCC(CCC)C 	15.22622	1.770177	0.6985681	0.09867966	0.08007739	0.04813058	0.5042999	0.1218057
CCCCCCCC(C(C)C)C 	14.49567	1.457465	0.7085328	0.07365615	0.0486174	0.0307137	0.5099284	0.0974821
CCCCCCC(CCC)CC 	13.35083	1.152201	0.5711424	0.08779909	0.1465606	0.04819357	0.3517817	0.09013085
CCCCCCC(C(C)C)CC 	12.86415	1.01847	0.6117094	0.06470302	0.08834494	0.02690738	0.3847802	0.0743932
CCCCCC(CCC)CCC 	12.76303	0.7642495	0.4670531	0.07757367	0.2164228	0.04794074	0.2610063	0.05971054
CCCCCC(C(C)C)CCC 	11.845	0.762549	0.457599	0.06438971	0.1826247	0.03740314	0.2396081	0.05350576
CCCCC(CCCC)CCC 	12.33906	0.67321	0.3663178	0.08854761	0.2819505	0.06038317	0.2043906	0.04969548
CCCCC(C(C)C)CCCC 	11.65884	0.6485992	0.3731442	0.09441952	0.2431807	0.0643416	0.1956177	0.05525951
CC(CCCCCCC(C)C)C 	15.83163	1.740104	0.7509586	0.0756332	0.04577775	0.03045354	0.5719356	0.104726
CCCC(CCCCC(C)C)C 	14.31861	1.344006	0.6804776	0.07981429	0.08113088	0.04049633	0.475586	0.09919466
CC(CCCCC(C(C)C)C)C 	13.57641	1.254496	0.6864898	0.06786749	0.04827582	0.02484651	0.4780917	0.08647111
CCCC(CCCC(C)C)CC 	12.51416	0.9004472	0.5469782	0.08344764	0.1480128	0.04839041	0.3243453	0.08311226
CCC(C(C)C)CCCC(C)C 	11.93642	0.6901582	0.5648816	0.04824818	0.1025937	0.02660441	0.3298377	0.05226822
CCCC(CCC(C)C)CCC 	11.71137	0.5843822	0.3816879	0.08320175	0.2522049	0.05538372	0.2026177	0.04598869
CCCC(C(C)C)CCC(C)C 	11.04888	0.4801462	0.3948917	0.07348737	0.1956791	0.05226224	0.1921201	0.04586665
CCCCC(CC(C)C)CCC 	11.54489	0.4993842	0.3335384	0.06133236	0.2686737	0.04415255	0.1706197	0.030279
CCCCC(C(C)C)CC(C)C 	10.78472	0.4526443	0.341388	0.06260691	0.2100475	0.04166789	0.1548593	0.03278902
CCCCCC(C(C)C)C(C)C 	11.17936	0.6909542	0.4825191	0.05654104	0.1157709	0.02691563	0.246621	0.05130882
CCCCCCC(CCC)(C)C 	13.15538	1.099345	0.6134822	0.0800775	0.09370392	0.03854295	0.3904652	0.09151668
CCCCCCC(C(C)C)(C)C 	12.48058	0.8891738	0.6392664	0.05668107	0.04633212	0.02284211	0.4138806	0.06823045
CCCCCCC(CCCC)C 	14.6891	1.666324	0.6474321	0.1182828	0.1119393	0.06350085	0.4455851	0.1369047
CCCCCCC(CC(C)C)C 	13.898	1.457852	0.6533799	0.100665	0.07923152	0.04811347	0.4435042	0.1195989
CCCC(CCC(CCC)C)C 	12.75436	1.278307	0.5810279	0.1043127	0.1103692	0.05605443	0.3599916	0.1086177
CCCC(CCC(C(C)C)C)C 	11.95832	0.9452373	0.5679281	0.07823442	0.09629586	0.04442713	0.337108	0.08252831
CCCC(CC(CCC)CC)C 	11.3822	0.6860082	0.4446325	0.0909205	0.1329059	0.06269929	0.2221793	0.07195879
CCCC(CC(C(C)C)CC)C 	10.43625	0.5255148	0.4202212	0.06710828	0.08378144	0.04884773	0.1881443	0.05469751
CCCC(C(CCC)C)CCC 	10.88708	0.5153794	0.3071753	0.07472076	0.2155381	0.0485267	0.1364968	0.04532851
CCCC(C(CCC)C)C(C)C 	10.29679	0.4574792	0.3396819	0.07822467	0.1748968	0.03626217	0.145441	0.05162239
CCCCC(CCC)(CCC)C 	11.02779	0.3796688	0.3513369	0.07552186	0.1998059	0.05012128	0.1609622	0.04476506
CCCCC(C(C)C)(CCC)C 	10.46132	0.3856637	0.3666984	0.0595959	0.1607982	0.03826831	0.1584989	0.03931883
CCCCC(C(CCC)CC)C 	11.23841	0.7476291	0.4178658	0.08721665	0.1346229	0.0500092	0.1976759	0.07194618
CCCCC(C(C(C)C)CC)C 	10.65935	0.6373174	0.4431874	0.07107128	0.07524199	0.0315188	0.2064528	0.06329179
CCCCC(CC(CCC)C)C 	12.57165	1.20988	0.5646099	0.1219851	0.09423258	0.05770648	0.3428486	0.1219729
CCCCC(CC(C(C)C)C)C 	11.71312	0.843686	0.5520225	0.0882561	0.08530067	0.04793645	0.3197163	0.08866999
CCCCC(CCCC(C)C)C 	13.81841	1.339988	0.6365906	0.1033252	0.1078252	0.05534651	0.426955	0.1181827
CC(C(C)C)CCC(C(C)C)C 	11.33399	0.7130427	0.5697954	0.05844608	0.0658505	0.03377531	0.3321897	0.06476693
CCCC(CC(C(C)C)C)CC 	10.67115	0.4327519	0.4413077	0.06500414	0.1289033	0.04527344	0.2129793	0.04975477
CCC(C(C)C)CC(C(C)C)C 	10.01043	0.3079794	0.4098212	0.04522153	0.1036468	0.03458738	0.1789562	0.03584284
CCCC(C(C(C)C)C)CCC 	10.28781	0.3323303	0.2886888	0.05251539	0.249135	0.03208168	0.1334184	0.0256287
CCCC(C(C(C)C)C)C(C)C 	9.534226	0.3347309	0.2789986	0.07372159	0.168419	0.03114103	0.1052859	0.04018696
CCCCC(C(C)C)(C(C)C)C 	9.455068	0.2995594	0.3344242	0.04221789	0.1228619	0.02641705	0.1254706	0.02827205
CCCCC(C(CCC)(C)C)C 	11.02614	0.7904181	0.4702343	0.1130016	0.1351125	0.07085399	0.2513442	0.09895692
CCCCC(C(C(C)C)(C)C)C 	10.81612	0.6789042	0.5500625	0.08674453	0.05301954	0.03952686	0.3133872	0.08467819
CCCCC(C(CCCC)C)C 	12.66815	1.029172	0.5618317	0.1227271	0.1202032	0.06510532	0.3447661	0.1185132
CCCCC(C(CC(C)C)C)C 	11.19994	0.8046088	0.4517552	0.1028063	0.1319671	0.05112335	0.2296894	0.0858838
CCCC(C(CCC)CC)CC 	10.33394	0.3890214	0.2972467	0.09143901	0.1314622	0.07253762	0.1135896	0.06117675
CCCC(C(C(C)C)CC)CC 	9.681049	0.2912157	0.3308678	0.06553051	0.154622	0.0527924	0.1337852	0.04424615
CCCC(CCC)(CCC)CC 	10.00968	0.2151035	0.2235201	0.04334863	0.176089	0.0592373	0.07769588	0.02888798
CCCC(C(C)C)(CCC)CC 	9.369348	0.1776949	0.2078432	0.05505348	0.1113053	0.05249615	0.05757923	0.02432271
CCC(C(C(C)C)CC)C(C)C 	8.914346	0.2083303	0.226985	0.05185403	0.1279698	0.06922771	0.07008219	0.03015954
CCCC(C(C)C)(C(C)C)CC 	8.725028	0.1398939	0.2137305	0.01942502	0.1002583	0.03020715	0.05428027	0.009440806
CCCC(C(CCC)(C)C)CC 	10.0263	0.4351481	0.3719513	0.09592577	0.1116563	0.07225891	0.1608202	0.06670976
CCCC(C(C(C)C)(C)C)CC 	9.500419	0.3031072	0.4080365	0.04359691	0.08539794	0.03074587	0.1745719	0.03308721
CCCC(C(CC(C)C)C)CC 	10.39473	0.5247597	0.3607832	0.09447603	0.1528766	0.04367631	0.1580599	0.06710697
CC(CCCC(CC(C)C)C)C 	13.02854	1.235566	0.6374249	0.08981599	0.0728311	0.03958331	0.4195445	0.1039716
CCCC(CCCC(C)C)(C)C 	11.93723	0.8515918	0.5468561	0.07662654	0.1084594	0.03805906	0.3148191	0.0807895
CC(CCCC(C(C)C)(C)C)C 	11.45201	0.5792406	0.5933836	0.04318993	0.04811174	0.0212982	0.356047	0.05070176
CC(CCC(C(C)C)C(C)C)C 	10.32018	0.3617742	0.4102629	0.03276691	0.1365144	0.03494485	0.1842852	0.02423894
CCCC(CC(C)C)CC(C)C 	10.7609	0.3280359	0.2704503	0.04983929	0.2636798	0.04151538	0.1290665	0.01884725
CC(C(CC(C)C)CC(C)C)C 	9.889965	0.2639575	0.2631637	0.05137874	0.2007014	0.03988291	0.1033046	0.02010846
CCCC(CC(CC(C)C)C)C 	11.639	0.7440935	0.538674	0.08345408	0.07376928	0.04399622	0.3026414	0.08233406
CC(CC(CC(C(C)C)C)C)C 	11.25608	0.5058973	0.5611113	0.05109532	0.05015067	0.02760213	0.3198992	0.05316079
CCC(C(CC(C)C)C)C(C)C 	9.976349	0.3479975	0.4160441	0.04461851	0.09692244	0.02874791	0.182752	0.03761215
CCCC(CC(C)C)(CCC)C 	10.07689	0.2707943	0.2783337	0.05449806	0.21414	0.04270336	0.1162064	0.02537939
CCCC(C(C)C)(CC(C)C)C 	9.277768	0.1973929	0.1844002	0.02787689	0.2597066	0.02744941	0.0858783	0.01362893
CCCC(C(C(C)C)C(C)C)C 	9.551879	0.3770794	0.3432816	0.05841953	0.105701	0.03240164	0.1304281	0.04002105
CCCC(CC(CCC)(C)C)C 	11.03471	0.8188314	0.4808243	0.1060426	0.114947	0.06561928	0.2555897	0.09106371
CCCC(CC(C(C)C)(C)C)C 	10.35675	0.5211583	0.496619	0.0691319	0.0738819	0.03445233	0.2563857	0.06377084
CCCC(CC(C(C)C)C)(C)C 	10.12181	0.5641228	0.4254277	0.09132762	0.108569	0.0515685	0.2001834	0.07267139
CC(C(C)C)CC(C(C)C)(C)C 	9.692408	0.2970873	0.4571354	0.04013099	0.05407339	0.02467545	0.2132363	0.03580326
CC(C(C(C(C)C)C)C(C)C)C 	8.887177	0.1779461	0.2583135	0.03491033	0.1208388	0.03404716	0.07976909	0.01971491
CC(CC(C(C)C)(C(C)C)C)C 	8.815181	0.1798096	0.2678512	0.03135765	0.1014607	0.02526311	0.0809213	0.01819607
CCCC(C(CC(C)C)C)(C)C 	10.15005	0.4739963	0.4309578	0.09614646	0.1109126	0.06132842	0.2070293	0.06807613
CC(CC(C(C(C)C)(C)C)C)C 	9.576017	0.3721371	0.4559284	0.06861206	0.05112369	0.03385383	0.2154081	0.05588437
CC(C(CC(C)C)C)CC(C)C 	11.03801	0.6852126	0.5338783	0.07057896	0.068785	0.0427759	0.294936	0.06871833
CCC(C(C)C)(C(C)C)C(C)C 	8.050054	0.1316831	0.07505248	0.02255617	0.07952807	0.02126809	0.01122268	0.004483933
CCCC(C(C(C)C)CC)(C)C 	9.389162	0.29809	0.3539929	0.05537262	0.08904367	0.03548119	0.1352716	0.037464
CCC(C(C(C)C)(C)C)C(C)C 	8.762437	0.1916251	0.3179878	0.03897161	0.07119706	0.02563209	0.1069332	0.02495071
CCCC(C(CCC)(C)C)(C)C 	9.821492	0.3760023	0.3954119	0.102358	0.1248915	0.05570611	0.1808729	0.07459469
CCCC(C(C(C)C)(C)C)(C)C 	9.036443	0.3116395	0.3685291	0.06730083	0.0659591	0.03250162	0.1444065	0.05062911
CC(C(C(C(C)C)(C)C)(C)C)C 	8.277214	0.1720023	0.2860969	0.02884459	0.04442027	0.02530456	0.08464432	0.01646418
CCCCCCCCC(CC)C 	15.80126	1.863795	0.7343205	0.08854396	0.05910382	0.04094115	0.5509168	0.1185137
CCC(CCCCCC(C)C)C 	14.71659	1.570812	0.7137264	0.07761718	0.05448142	0.03084167	0.5183806	0.101725
CCCC(CCCC(CC)C)C 	13.43123	1.238424	0.6438429	0.08469188	0.08306032	0.04404715	0.4283463	0.1010221
CCC(CCCC(C(C)C)C)C 	12.65466	1.011593	0.639068	0.06419462	0.06330045	0.03231641	0.4163263	0.0783539
CCCC(CCC(CC)C)CC 	11.90295	0.8012389	0.5058251	0.08595236	0.1554792	0.05770557	0.2838846	0.07621049
